lat,lon,composite_index
36.5,128.35,41.59
36.5,128.4,39.84
36.5,128.45,39.53
36.5,128.5,41.68
36.5,128.55,41.88
36.5,128.6,41.16
36.5,128.65,39.87
36.5,128.7,38.95
36.5,128.75,39.63
36.5,128.8,38.7
36.5,128.85,37.65
36.5,128.9,38.04
36.5,128.95,40.51
36.5,129.0,39.45
36.5,129.05,38.81
36.5,129.1,40.14
36.5,129.15,40.95
36.5,129.2,42.72
36.5,129.25,46.47
36.5,129.3,44.39
36.5,129.35,42.81
36.5,129.4,40.21
36.5,129.45,40.7
36.55,126.35,40.19
36.55,126.4,41.68
36.55,126.5,44.08
36.55,126.55,43.9
36.55,126.6,44.47
36.55,126.65,45.92
36.55,126.7,45.74
36.55,126.75,47.89
36.55,126.8,46.75
36.55,126.85,48.19
36.55,126.9,51.61
36.55,126.95,52.64
36.55,127.0,50.63
36.55,127.05,47.37
36.55,127.1,46.78
36.55,127.15,45.63
36.55,127.2,45.59
36.55,127.25,45.31
36.55,127.3,45.58
36.55,127.35,44.52
36.55,127.4,45.04
36.55,127.45,45.23
36.55,127.5,44.02
36.55,127.55,44.17
36.55,127.6,45.46
36.55,127.65,46.4
36.55,127.7,46.03
36.55,127.75,46.08
36.55,127.8,47.27
36.55,127.85,50.31
36.55,127.9,51.93
36.55,127.95,50.09
36.55,128.0,49.25
36.55,128.05,48.06
36.55,128.1,44.84
36.55,128.15,43.53
36.55,128.2,41.34
36.55,128.25,41.27
36.55,128.3,41.51
36.55,128.35,41.74
36.55,128.4,41.64
36.55,128.45,40.03
36.55,128.5,40.15
36.55,128.55,40.54
36.55,128.6,39.53
36.55,128.65,39.22
36.55,128.7,38.94
36.55,128.75,39.29
36.55,128.8,38.97
36.55,128.85,38.28
36.55,128.9,38.38
36.55,128.95,39.33
36.55,129.0,39.43
36.55,129.05,39.47
36.55,129.1,39.71
36.55,129.15,40.56
36.55,129.2,43.61
36.55,129.25,47.16
36.55,129.3,45.04
36.55,129.35,43.03
36.55,129.4,40.45
36.55,129.45,39.48
36.6,126.3,38.7
36.6,126.35,40.15
36.6,126.4,40.55
36.6,126.45,42.54
36.6,126.5,43.08
36.6,126.55,44.01
36.6,126.6,45.27
36.6,126.65,47.28
36.6,126.7,46.29
36.6,126.75,46.45
36.6,126.8,47.38
36.6,126.85,47.07
36.6,126.9,46.32
36.6,126.95,51.53
36.6,127.0,52.91
36.6,127.05,52.52
36.6,127.1,48.01
36.6,127.15,47.83
36.6,127.2,46.86
36.6,127.25,45.25
36.6,127.3,43.81
36.6,127.35,43.39
36.6,127.4,45.15
36.6,127.45,45.62
36.6,127.5,45.34
36.6,127.55,47.83
36.6,127.6,47.39
36.6,127.65,47.51
36.6,127.7,46.43
36.6,127.75,46.06
36.6,127.8,48.19
36.6,127.85,49.57
36.6,127.9,49.99
36.6,127.95,53.28
36.6,128.0,50.57
36.6,128.05,48.23
36.6,128.1,50.72
36.6,128.15,46.73
36.6,128.2,42.55
36.6,128.25,42.01
36.6,128.3,40.42
36.6,128.35,39.98
36.6,128.4,39.27
36.6,128.45,39.01
36.6,128.5,40.45
36.6,128.55,40.89
36.6,128.6,41.18
36.6,128.65,40.94
36.6,128.7,39.75
36.6,128.75,40.55
36.6,128.8,40.98
36.6,128.85,38.49
36.6,128.9,37.0
36.6,128.95,38.72
36.6,129.0,41.08
36.6,129.05,40.39
36.6,129.1,39.96
36.6,129.15,42.2
36.6,129.2,44.66
36.6,129.25,47.01
36.6,129.3,45.0
36.6,129.35,47.44
36.6,129.4,43.87
36.65,126.2,38.65
36.65,126.3,38.62
36.65,126.35,38.85
36.65,126.4,40.62
36.65,126.45,40.79
36.65,126.5,42.31
36.65,126.55,43.75
36.65,126.6,46.36
36.65,126.65,46.64
36.65,126.7,45.25
36.65,126.75,44.4
36.65,126.8,45.12
36.65,126.85,46.4
36.65,126.9,46.41
36.65,126.95,49.6
36.65,127.0,51.76
36.65,127.05,52.61
36.65,127.1,49.6
36.65,127.15,48.69
36.65,127.2,47.88
36.65,127.25,46.67
36.65,127.3,45.36
36.65,127.35,43.56
36.65,127.4,43.93
36.65,127.45,45.06
36.65,127.5,45.75
36.65,127.55,50.27
36.65,127.6,48.57
36.65,127.65,47.51
36.65,127.7,46.97
36.65,127.75,45.69
36.65,127.8,45.86
36.65,127.85,49.47
36.65,127.9,48.88
36.65,127.95,53.24
36.65,128.0,49.96
36.65,128.05,48.64
36.65,128.1,47.07
36.65,128.15,46.71
36.65,128.2,45.24
36.65,128.25,44.54
36.65,128.3,43.92
36.65,128.35,44.01
36.65,128.4,41.27
36.65,128.45,41.86
36.65,128.5,41.05
36.65,128.55,42.26
36.65,128.6,46.4
36.65,128.65,46.43
36.65,128.7,42.67
36.65,128.75,41.59
36.65,128.8,39.86
36.65,128.85,38.06
36.65,128.9,39.6
36.65,128.95,41.18
36.65,129.0,43.31
36.65,129.05,43.09
36.65,129.1,42.58
36.65,129.15,41.66
36.65,129.2,45.75
36.65,129.25,49.95
36.65,129.3,50.26
36.65,129.35,51.93
36.65,129.4,47.47
36.65,129.45,43.5
36.7,126.15,38.21
36.7,126.2,38.64
36.7,126.25,38.29
36.7,126.3,40.13
36.7,126.35,40.61
36.7,126.4,42.05
36.7,126.45,43.09
36.7,126.5,44.22
36.7,126.55,44.86
36.7,126.6,48.81
36.7,126.65,45.37
36.7,126.7,42.1
36.7,126.75,42.65
36.7,126.8,43.54
36.7,126.85,43.31
36.7,126.9,47.6
36.7,126.95,46.55
36.7,127.0,47.16
36.7,127.05,51.54
36.7,127.1,47.42
36.7,127.15,44.82
36.7,127.2,47.91
36.7,127.25,46.94
36.7,127.3,46.29
36.7,127.35,44.66
36.7,127.4,45.36
36.7,127.45,45.65
36.7,127.5,44.89
36.7,127.55,44.73
36.7,127.6,45.95
36.7,127.65,47.72
36.7,127.7,47.27
36.7,127.75,46.81
36.7,127.8,45.61
36.7,127.85,48.57
36.7,127.9,52.56
36.7,127.95,53.65
36.7,128.0,52.14
36.7,128.05,51.95
36.7,128.1,49.03
36.7,128.15,45.35
36.7,128.2,49.43
36.7,128.25,45.75
36.7,128.3,46.79
36.7,128.35,48.05
36.7,128.4,46.75
36.7,128.45,43.74
36.7,128.5,42.76
36.7,128.55,40.92
36.7,128.6,39.98
36.7,128.65,41.44
36.7,128.7,43.94
36.7,128.75,43.54
36.7,128.8,40.99
36.7,128.85,38.64
36.7,128.9,42.14
36.7,128.95,42.06
36.7,129.0,45.75
36.7,129.05,44.54
36.7,129.1,44.71
36.7,129.15,43.79
36.7,129.2,47.03
36.7,129.25,51.21
36.7,129.3,55.82
36.7,129.35,51.85
36.7,129.4,47.24
36.7,129.45,42.43
36.7,129.5,41.87
36.75,126.15,39.16
36.75,126.2,38.37
36.75,126.25,39.44
36.75,126.3,42.06
36.75,126.35,40.78
36.75,126.4,41.46
36.75,126.45,44.96
36.75,126.5,49.72
36.75,126.55,47.22
36.75,126.6,46.71
36.75,126.65,45.36
36.75,126.7,41.75
36.75,126.75,42.48
36.75,126.8,43.21
36.75,126.85,43.04
36.75,126.9,42.28
36.75,126.95,43.22
36.75,127.0,43.92
36.75,127.05,45.03
36.75,127.1,44.92
36.75,127.15,46.34
36.75,127.2,46.92
36.75,127.25,45.27
36.75,127.3,45.61
36.75,127.35,46.42
36.75,127.4,45.93
36.75,127.45,45.43
36.75,127.5,44.85
36.75,127.55,44.46
36.75,127.6,45.29
36.75,127.65,45.23
36.75,127.7,48.06
36.75,127.75,47.22
36.75,127.8,45.81
36.75,127.85,45.22
36.75,127.9,48.5
36.75,127.95,49.0
36.75,128.0,45.79
36.75,128.05,49.45
36.75,128.1,48.9
36.75,128.15,46.45
36.75,128.2,49.86
36.75,128.25,48.54
36.75,128.3,49.09
36.75,128.35,48.94
36.75,128.4,50.7
36.75,128.45,45.04
36.75,128.5,46.47
36.75,128.55,43.44
36.75,128.6,40.52
36.75,128.65,41.28
36.75,128.7,42.02
36.75,128.75,43.66
36.75,128.8,44.33
36.75,128.85,42.56
36.75,128.9,42.83
36.75,128.95,46.32
36.75,129.0,46.51
36.75,129.05,45.29
36.75,129.1,46.75
36.75,129.15,47.4
36.75,129.2,46.79
36.75,129.25,50.14
36.75,129.3,53.83
36.75,129.35,51.86
36.75,129.4,49.77
36.75,129.45,45.2
36.8,126.15,40.12
36.8,126.2,38.99
36.8,126.25,39.31
36.8,126.3,39.9
36.8,126.35,40.67
36.8,126.4,40.58
36.8,126.45,43.72
36.8,126.5,48.13
36.8,126.55,47.15
36.8,126.6,45.47
36.8,126.65,44.5
36.8,126.7,42.9
36.8,126.75,42.92
36.8,126.8,42.39
36.8,126.85,43.51
36.8,126.9,43.36
36.8,126.95,43.34
36.8,127.0,43.06
36.8,127.05,45.25
36.8,127.1,45.48
36.8,127.15,46.41
36.8,127.2,49.19
36.8,127.25,47.66
36.8,127.3,48.05
36.8,127.35,47.81
36.8,127.4,47.4
36.8,127.45,46.15
36.8,127.5,44.37
36.8,127.55,46.88
36.8,127.6,46.14
36.8,127.65,44.63
36.8,127.7,47.53
36.8,127.75,46.09
36.8,127.8,44.56
36.8,127.85,43.28
36.8,127.9,45.01
36.8,127.95,46.61
36.8,128.0,46.39
36.8,128.05,49.25
36.8,128.1,49.65
36.8,128.15,47.97
36.8,128.2,50.45
36.8,128.25,52.05
36.8,128.3,52.45
36.8,128.35,54.61
36.8,128.4,54.81
36.8,128.45,51.88
36.8,128.5,51.18
36.8,128.55,45.86
36.8,128.6,41.87
36.8,128.65,40.51
36.8,128.7,40.98
36.8,128.75,41.74
36.8,128.8,44.24
36.8,128.85,47.59
36.8,128.9,44.92
36.8,128.95,46.27
36.8,129.0,44.63
36.8,129.05,47.53
36.8,129.1,53.5
36.8,129.15,49.74
36.8,129.2,50.68
36.8,129.25,50.89
36.8,129.3,52.54
36.8,129.35,51.0
36.8,129.4,49.02
36.8,129.45,44.42
36.85,126.2,37.56
36.85,126.25,41.38
36.85,126.3,43.53
36.85,126.35,41.77
36.85,126.4,41.39
36.85,126.45,41.33
36.85,126.5,45.01
36.85,126.55,46.24
36.85,126.6,44.8
36.85,126.65,47.55
36.85,126.7,44.8
36.85,126.75,41.85
36.85,126.8,41.74
36.85,126.85,43.69
36.85,126.9,43.92
36.85,126.95,43.92
36.85,127.0,46.49
36.85,127.05,46.05
36.85,127.1,45.5
36.85,127.15,45.27
36.85,127.2,47.36
36.85,127.25,49.73
36.85,127.3,48.87
36.85,127.35,49.83
36.85,127.4,47.4
36.85,127.45,45.54
36.85,127.5,43.7
36.85,127.55,44.26
36.85,127.6,45.7
36.85,127.65,46.09
36.85,127.7,47.19
36.85,127.75,47.27
36.85,127.8,45.64
36.85,127.85,43.39
36.85,127.9,43.71
36.85,127.95,43.19
36.85,128.0,43.95
36.85,128.05,48.24
36.85,128.1,48.34
36.85,128.15,48.93
36.85,128.2,50.04
36.85,128.25,49.68
36.85,128.3,48.95
36.85,128.35,49.15
36.85,128.4,50.49
36.85,128.45,57.3
36.85,128.5,49.91
36.85,128.55,46.14
36.85,128.6,43.23
36.85,128.65,41.71
36.85,128.7,40.39
36.85,128.75,41.06
36.85,128.8,43.31
36.85,128.85,44.9
36.85,128.9,42.88
36.85,128.95,44.33
36.85,129.0,44.5
36.85,129.05,47.26
36.85,129.1,51.52
36.85,129.15,51.22
36.85,129.2,53.46
36.85,129.25,52.95
36.85,129.3,51.72
36.85,129.35,51.41
36.85,129.4,49.72
36.85,129.45,46.42
36.9,126.25,37.81
36.9,126.3,41.48
36.9,126.4,39.7
36.9,126.45,39.6
36.9,126.5,42.46
36.9,126.55,44.81
36.9,126.6,44.76
36.9,126.65,45.98
36.9,126.7,43.9
36.9,126.75,41.92
36.9,126.8,41.78
36.9,126.9,41.39
36.9,126.95,41.82
36.9,127.0,43.52
36.9,127.05,44.21
36.9,127.1,43.86
36.9,127.15,44.4
36.9,127.2,44.15
36.9,127.25,44.23
36.9,127.3,49.01
36.9,127.35,47.6
36.9,127.4,48.28
36.9,127.45,43.35
36.9,127.5,43.63
36.9,127.55,43.75
36.9,127.6,47.45
36.9,127.65,47.93
36.9,127.7,46.47
36.9,127.75,46.38
36.9,127.8,45.29
36.9,127.85,46.21
36.9,127.9,44.24
36.9,127.95,43.6
36.9,128.0,43.03
36.9,128.05,43.61
36.9,128.1,44.91
36.9,128.15,44.67
36.9,128.2,43.66
36.9,128.25,43.93
36.9,128.3,46.53
36.9,128.35,45.91
36.9,128.4,50.69
36.9,128.45,57.88
36.9,128.5,50.64
36.9,128.55,47.55
36.9,128.6,43.59
36.9,128.65,42.36
36.9,128.7,42.36
36.9,128.75,41.12
36.9,128.8,42.2
36.9,128.85,44.49
36.9,128.9,44.83
36.9,128.95,43.82
36.9,129.0,44.09
36.9,129.05,45.04
36.9,129.1,48.78
36.9,129.15,49.95
36.9,129.2,54.72
36.9,129.25,55.18
36.9,129.3,53.57
36.9,129.35,50.71
36.9,129.4,45.67
36.95,126.4,39.97
36.95,126.45,39.57
36.95,126.5,42.05
36.95,126.55,43.1
36.95,126.6,41.77
36.95,126.65,42.47
36.95,126.7,43.06
36.95,126.75,43.16
36.95,126.8,42.52
36.95,126.85,41.15
36.95,126.9,41.42
36.95,126.95,41.77
36.95,127.0,41.94
36.95,127.05,44.57
36.95,127.1,44.55
36.95,127.15,42.54
36.95,127.2,43.37
36.95,127.25,43.98
36.95,127.3,45.94
36.95,127.35,46.04
36.95,127.4,47.02
36.95,127.45,42.47
36.95,127.5,43.07
36.95,127.55,44.8
36.95,127.6,48.29
36.95,127.65,50.45
36.95,127.7,49.67
36.95,127.75,46.16
36.95,127.8,44.17
36.95,127.85,43.56
36.95,127.9,41.25
36.95,127.95,42.98
36.95,128.0,44.86
36.95,128.05,42.83
36.95,128.1,42.79
36.95,128.15,40.58
36.95,128.2,40.07
36.95,128.25,46.11
36.95,128.3,46.08
36.95,128.35,42.5
36.95,128.4,46.23
36.95,128.45,55.76
36.95,128.5,63.38
36.95,128.55,53.7
36.95,128.6,45.16
36.95,128.65,44.59
36.95,128.7,44.5
36.95,128.75,43.68
36.95,128.8,46.53
36.95,128.85,46.96
36.95,128.9,45.59
36.95,128.95,46.64
36.95,129.0,45.43
36.95,129.05,46.19
36.95,129.1,47.34
36.95,129.15,50.78
36.95,129.2,54.1
36.95,129.25,54.79
36.95,129.3,52.3
36.95,129.35,48.97
36.95,129.4,45.03
37.0,126.35,39.34
37.0,126.4,40.31
37.0,126.45,40.47
37.0,126.5,41.73
37.0,126.55,41.93
37.0,126.6,41.99
37.0,126.8,42.11
37.0,126.85,41.42
37.0,126.9,41.72
37.0,126.95,42.02
37.0,127.0,42.22
37.0,127.05,43.68
37.0,127.1,44.49
37.0,127.15,44.23
37.0,127.2,43.25
37.0,127.25,46.16
37.0,127.3,45.97
37.0,127.35,44.3
37.0,127.4,46.23
37.0,127.45,43.32
37.0,127.5,43.45
37.0,127.55,44.34
37.0,127.6,45.43
37.0,127.65,48.88
37.0,127.7,48.43
37.0,127.75,45.74
37.0,127.8,43.98
37.0,127.85,42.48
37.0,127.9,41.43
37.0,127.95,42.24
37.0,128.0,44.67
37.0,128.05,43.95
37.0,128.1,42.41
37.0,128.15,39.35
37.0,128.2,42.82
37.0,128.25,50.38
37.0,128.3,43.27
37.0,128.35,40.88
37.0,128.4,43.47
37.0,128.45,48.58
37.0,128.5,57.15
37.0,128.55,52.08
37.0,128.6,50.94
37.0,128.65,49.63
37.0,128.7,47.79
37.0,128.75,47.76
37.0,128.8,48.5
37.0,128.85,46.83
37.0,128.9,48.64
37.0,128.95,48.38
37.0,129.0,51.22
37.0,129.05,50.78
37.0,129.1,49.31
37.0,129.15,52.38
37.0,129.2,54.98
37.0,129.25,54.22
37.0,129.3,51.63
37.0,129.35,48.65
37.0,129.4,44.53
37.05,126.45,39.99
37.05,126.5,41.81
37.05,126.75,42.11
37.05,126.8,43.82
37.05,126.85,42.88
37.05,126.9,42.18
37.05,126.95,42.77
37.05,127.0,42.27
37.05,127.05,43.02
37.05,127.1,43.3
37.05,127.15,44.37
37.05,127.2,45.82
37.05,127.25,44.85
37.05,127.3,43.62
37.05,127.35,45.29
37.05,127.4,44.09
37.05,127.45,43.15
37.05,127.5,42.87
37.05,127.55,41.91
37.05,127.6,41.89
37.05,127.65,44.88
37.05,127.7,49.27
37.05,127.75,46.9
37.05,127.8,46.05
37.05,127.85,41.77
37.05,127.9,40.3
37.05,127.95,40.9
37.05,128.0,45.13
37.05,128.05,44.86
37.05,128.1,46.32
37.05,128.15,45.75
37.05,128.2,43.41
37.05,128.25,46.82
37.05,128.3,44.86
37.05,128.35,46.31
37.05,128.4,44.98
37.05,128.45,46.62
37.05,128.5,45.17
37.05,128.55,45.3
37.05,128.6,47.31
37.05,128.65,47.3
37.05,128.7,48.44
37.05,128.75,48.64
37.05,128.8,49.05
37.05,128.85,51.63
37.05,128.9,51.95
37.05,128.95,52.51
37.05,129.0,50.86
37.05,129.05,49.87
37.05,129.1,49.41
37.05,129.15,52.22
37.05,129.2,54.0
37.05,129.25,54.39
37.05,129.3,50.28
37.05,129.35,49.51
37.05,129.4,43.78
37.1,126.7,39.24
37.1,126.8,44.14
37.1,126.85,43.74
37.1,126.9,43.13
37.1,126.95,43.56
37.1,127.0,42.58
37.1,127.05,41.47
37.1,127.1,41.79
37.1,127.15,42.95
37.1,127.2,44.96
37.1,127.25,45.28
37.1,127.3,45.7
37.1,127.35,47.35
37.1,127.4,44.82
37.1,127.45,43.69
37.1,127.5,42.29
37.1,127.55,41.84
37.1,127.6,41.89
37.1,127.65,41.51
37.1,127.7,44.39
37.1,127.75,45.08
37.1,127.8,43.58
37.1,127.85,43.03
37.1,127.9,43.13
37.1,127.95,43.46
37.1,128.0,48.42
37.1,128.05,48.54
37.1,128.1,45.97
37.1,128.15,47.09
37.1,128.2,48.96
37.1,128.25,46.79
37.1,128.3,53.04
37.1,128.35,48.94
37.1,128.4,48.49
37.1,128.45,48.71
37.1,128.5,51.72
37.1,128.55,44.8
37.1,128.6,44.98
37.1,128.65,45.01
37.1,128.7,45.55
37.1,128.75,46.82
37.1,128.8,47.27
37.1,128.85,49.66
37.1,128.9,52.1
37.1,128.95,54.3
37.1,129.0,49.84
37.1,129.05,48.84
37.1,129.1,50.53
37.1,129.15,49.3
37.1,129.2,49.68
37.1,129.25,52.94
37.1,129.3,50.79
37.1,129.35,48.04
37.1,129.4,45.67
37.15,126.7,39.29
37.15,126.75,40.85
37.15,126.8,42.14
37.15,126.85,42.8
37.15,126.9,43.82
37.15,126.95,45.06
37.15,127.0,43.28
37.15,127.05,44.39
37.15,127.1,42.69
37.15,127.15,45.11
37.15,127.2,45.33
37.15,127.25,48.91
37.15,127.3,46.75
37.15,127.35,46.99
37.15,127.4,47.99
37.15,127.45,47.19
37.15,127.5,44.19
37.15,127.55,43.93
37.15,127.6,43.27
37.15,127.65,42.65
37.15,127.7,45.98
37.15,127.75,45.43
37.15,127.8,45.82
37.15,127.85,46.27
37.15,127.9,47.41
37.15,127.95,50.4
37.15,128.0,49.86
37.15,128.05,52.39
37.15,128.1,49.08
37.15,128.15,52.55
37.15,128.2,54.67
37.15,128.25,50.18
37.15,128.3,51.55
37.15,128.35,46.91
37.15,128.4,46.25
37.15,128.45,46.57
37.15,128.5,45.27
37.15,128.55,47.67
37.15,128.6,49.52
37.15,128.65,48.16
37.15,128.7,45.32
37.15,128.75,46.62
37.15,128.8,48.72
37.15,128.85,50.6
37.15,128.9,53.36
37.15,128.95,54.39
37.15,129.0,50.35
37.15,129.05,49.8
37.15,129.1,50.68
37.15,129.15,49.23
37.15,129.2,50.13
37.15,129.25,50.67
37.15,129.3,49.94
37.15,129.35,48.33
37.2,126.1,38.38
37.2,126.15,42.77
37.2,126.55,39.41
37.2,126.6,40.83
37.2,126.65,37.64
37.2,126.7,38.7
37.2,126.75,40.01
37.2,126.8,40.95
37.2,126.85,42.36
37.2,126.9,43.16
37.2,126.95,44.89
37.2,127.0,45.24
37.2,127.05,44.62
37.2,127.1,43.85
37.2,127.15,46.52
37.2,127.2,48.35
37.2,127.25,47.67
37.2,127.3,48.43
37.2,127.35,47.54
37.2,127.4,45.57
37.2,127.45,44.28
37.2,127.5,44.33
37.2,127.55,44.16
37.2,127.6,45.77
37.2,127.65,45.46
37.2,127.7,45.74
37.2,127.75,46.82
37.2,127.8,48.88
37.2,127.85,50.26
37.2,127.9,50.36
37.2,127.95,53.61
37.2,128.0,50.69
37.2,128.05,52.29
37.2,128.1,50.82
37.2,128.15,54.92
37.2,128.2,56.04
37.2,128.25,51.53
37.2,128.3,47.85
37.2,128.35,45.07
37.2,128.4,46.14
37.2,128.45,46.64
37.2,128.5,48.52
37.2,128.55,47.3
37.2,128.6,48.16
37.2,128.65,48.18
37.2,128.7,48.6
37.2,128.75,51.56
37.2,128.8,50.48
37.2,128.85,49.14
37.2,128.9,52.25
37.2,128.95,53.02
37.2,129.0,51.05
37.2,129.05,47.07
37.2,129.1,49.48
37.2,129.15,51.6
37.2,129.2,51.52
37.2,129.25,53.31
37.2,129.3,52.13
37.2,129.35,51.33
37.25,126.1,39.07
37.25,126.45,39.89
37.25,126.5,40.63
37.25,126.6,39.09
37.25,126.65,37.45
37.25,126.7,39.53
37.25,126.75,40.33
37.25,126.8,41.38
37.25,126.85,42.46
37.25,126.9,43.27
37.25,126.95,46.68
37.25,127.0,48.49
37.25,127.05,46.69
37.25,127.1,46.73
37.25,127.15,47.56
37.25,127.2,49.25
37.25,127.25,49.29
37.25,127.3,50.88
37.25,127.35,46.32
37.25,127.4,46.53
37.25,127.45,45.54
37.25,127.5,45.51
37.25,127.55,44.78
37.25,127.6,45.0
37.25,127.65,44.24
37.25,127.7,44.71
37.25,127.75,47.15
37.25,127.8,47.47
37.25,127.85,49.04
37.25,127.9,50.4
37.25,127.95,52.02
37.25,128.0,52.0
37.25,128.05,52.67
37.25,128.1,52.04
37.25,128.15,54.53
37.25,128.2,52.48
37.25,128.25,49.79
37.25,128.3,49.33
37.25,128.35,48.26
37.25,128.4,48.71
37.25,128.45,47.18
37.25,128.5,49.83
37.25,128.55,47.74
37.25,128.6,46.32
37.25,128.65,47.69
37.25,128.7,50.07
37.25,128.75,49.69
37.25,128.8,49.82
37.25,128.85,49.41
37.25,128.9,49.79
37.25,128.95,51.27
37.25,129.0,49.64
37.25,129.05,46.22
37.25,129.1,48.3
37.25,129.15,51.17
37.25,129.2,49.75
37.25,129.25,52.59
37.25,129.3,52.78
37.25,129.35,51.22
37.3,126.6,39.07
37.3,126.65,40.39
37.3,126.7,40.74
37.3,126.75,40.98
37.3,126.8,42.37
37.3,126.85,43.22
37.3,126.9,44.96
37.3,126.95,46.51
37.3,127.0,47.73
37.3,127.05,48.26
37.3,127.1,48.6
37.3,127.15,49.15
37.3,127.2,49.38
37.3,127.25,49.08
37.3,127.3,53.07
37.3,127.35,49.79
37.3,127.4,48.31
37.3,127.45,46.2
37.3,127.5,45.58
37.3,127.55,45.1
37.3,127.6,44.87
37.3,127.65,44.4
37.3,127.7,45.62
37.3,127.75,49.64
37.3,127.8,47.98
37.3,127.85,49.04
37.3,127.9,49.29
37.3,127.95,49.32
37.3,128.0,50.35
37.3,128.05,55.64
37.3,128.1,54.54
37.3,128.15,53.73
37.3,128.2,52.42
37.3,128.25,52.48
37.3,128.3,52.36
37.3,128.35,48.35
37.3,128.4,49.83
37.3,128.45,49.79
37.3,128.5,51.14
37.3,128.55,48.37
37.3,128.6,49.52
37.3,128.65,46.6
37.3,128.7,46.6
37.3,128.75,48.13
37.3,128.8,49.16
37.3,128.85,49.11
37.3,128.9,49.34
37.3,128.95,48.85
37.3,129.0,48.28
37.3,129.05,47.67
37.3,129.1,46.79
37.3,129.15,48.65
37.3,129.2,51.03
37.3,129.25,51.41
37.3,129.3,50.38
37.35,126.45,41.28
37.35,126.65,41.85
37.35,126.7,43.6
37.35,126.75,43.33
37.35,126.8,44.0
37.35,126.85,45.77
37.35,126.9,47.44
37.35,126.95,47.91
37.35,127.0,48.18
37.35,127.05,49.49
37.35,127.1,49.13
37.35,127.15,48.93
37.35,127.2,50.18
37.35,127.25,49.43
37.35,127.3,51.57
37.35,127.35,51.1
37.35,127.4,51.1
37.35,127.45,53.32
37.35,127.5,49.1
37.35,127.55,46.24
37.35,127.6,46.64
37.35,127.65,48.44
37.35,127.7,49.32
37.35,127.75,52.51
37.35,127.8,51.16
37.35,127.85,49.18
37.35,127.9,49.32
37.35,127.95,48.97
37.35,128.0,50.93
37.35,128.05,56.95
37.35,128.1,55.22
37.35,128.15,52.48
37.35,128.2,53.58
37.35,128.25,56.66
37.35,128.3,55.2
37.35,128.35,53.0
37.35,128.4,47.71
37.35,128.45,53.05
37.35,128.5,53.36
37.35,128.55,52.45
37.35,128.6,49.15
37.35,128.65,47.2
37.35,128.7,46.82
37.35,128.75,46.5
37.35,128.8,46.99
37.35,128.85,47.9
37.35,128.9,46.7
37.35,128.95,47.63
37.35,129.0,49.96
37.35,129.05,48.53
37.35,129.1,46.94
37.35,129.15,49.54
37.35,129.2,50.69
37.35,129.25,49.75
37.4,126.65,43.71
37.4,126.7,43.6
37.4,126.75,44.5
37.4,126.8,45.53
37.4,126.85,47.01
37.4,126.9,47.67
37.4,126.95,47.81
37.4,127.0,48.51
37.4,127.05,49.38
37.4,127.1,49.77
37.4,127.15,48.77
37.4,127.2,50.2
37.4,127.25,50.95
37.4,127.3,52.07
37.4,127.35,56.57
37.4,127.4,58.64
37.4,127.45,54.56
37.4,127.5,51.1
37.4,127.55,46.95
37.4,127.6,47.63
37.4,127.65,52.14
37.4,127.7,50.67
37.4,127.75,49.83
37.4,127.8,50.28
37.4,127.85,50.34
37.4,127.9,50.2
37.4,127.95,49.73
37.4,128.0,49.74
37.4,128.05,52.99
37.4,128.1,53.91
37.4,128.15,50.93
37.4,128.2,52.15
37.4,128.25,57.98
37.4,128.3,59.41
37.4,128.35,54.82
37.4,128.4,49.22
37.4,128.45,56.4
37.4,128.5,60.55
37.4,128.55,57.74
37.4,128.6,51.04
37.4,128.65,49.14
37.4,128.7,47.97
37.4,128.75,50.32
37.4,128.8,48.98
37.4,128.85,47.68
37.4,128.9,48.59
37.4,128.95,49.21
37.4,129.0,51.58
37.4,129.05,49.07
37.4,129.1,48.86
37.4,129.15,50.4
37.4,129.2,50.26
37.4,129.25,49.55
37.45,126.4,42.11
37.45,126.45,41.54
37.45,126.5,43.35
37.45,126.55,46.09
37.45,126.65,46.72
37.45,126.7,45.99
37.45,126.75,46.76
37.45,126.8,48.17
37.45,126.85,48.73
37.45,126.9,48.07
37.45,126.95,48.05
37.45,127.0,49.31
37.45,127.05,49.08
37.45,127.1,50.06
37.45,127.15,49.14
37.45,127.2,51.18
37.45,127.25,51.65
37.45,127.3,50.68
37.45,127.35,54.42
37.45,127.4,53.27
37.45,127.45,57.67
37.45,127.5,53.08
37.45,127.55,52.2
37.45,127.6,52.68
37.45,127.65,50.05
37.45,127.7,54.66
37.45,127.75,52.32
37.45,127.8,52.12
37.45,127.85,52.14
37.45,127.9,54.36
37.45,127.95,51.16
37.45,128.0,49.68
37.45,128.05,49.88
37.45,128.1,51.32
37.45,128.15,53.2
37.45,128.2,53.47
37.45,128.25,58.23
37.45,128.3,58.03
37.45,128.35,58.07
37.45,128.4,56.47
37.45,128.45,51.71
37.45,128.5,57.3
37.45,128.55,62.13
37.45,128.6,58.11
37.45,128.65,51.56
37.45,128.7,48.54
37.45,128.75,47.16
37.45,128.8,47.18
37.45,128.85,47.04
37.45,128.9,50.63
37.45,128.95,53.8
37.45,129.0,52.19
37.45,129.05,49.81
37.45,129.1,49.95
37.45,129.15,50.32
37.45,129.2,51.55
37.45,130.85,51.89
37.45,130.9,57.79
